state,mp_name,mp_name_normalized,constituency,allocated_amount,allocation_level,allocation_term,allocation_term_confidence,allocation_term_evidence,source_package,source_file,source_row_number,source_record_id,allocation_is_cumulative_or_aggregate
West Bengal,Abu Taher Khan,Abu Taher Khan,MURSHIDABAD,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,6,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row6,True
West Bengal,ADHIKARI SOUMENDU,ADHIKARI SOUMENDU,KANTHI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,7,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row7,True
Uttar Pradesh,ADITYA YADAV,ADITYA YADAV,BADAUN,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,8,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row8,True
Kerala,Adv Adoor Prakash,Adv Adoor Prakash,ATTINGAL,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,9,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row9,True
Kerala,Adv Dean Kuriakose,Adv Dean Kuriakose,IDUKKI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,10,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row10,True
Maharashtra,ADV GOWAAL KAGADA PADAVI,ADV GOWAAL KAGADA PADAVI,NANDURBAR(ST),147816309.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,11,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row11,True
Kerala,ADV K FRANCIS GEORGE,ADV K FRANCIS GEORGE,KOTTAYAM,188722256.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,12,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row12,True
Uttar Pradesh,AFZAL ANSARI,AFZAL ANSARI,GHAZIPUR,220500000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,13,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row13,True
Jammu And Kashmir,AGA SYED RUHULLAH MEHDI,AGA SYED RUHULLAH MEHDI,SRINAGAR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,14,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row14,True
Uttarakhand,Ajay Bhatt,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,15,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row15,True
Bihar,Ajay Kumar Mandal,Ajay Kumar Mandal,BHAGALPUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,16,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row16,True
Uttarakhand,Ajay Tamta,Ajay Tamta,ALMORA(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,17,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row17,True
Uttar Pradesh,AJENDRA SINGH LODHI,AJENDRA SINGH LODHI,HAMIRPUR_UP,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,18,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row18,True
Uttar Pradesh,AKHILESH YADAV,AKHILESH YADAV,KANNAUJ,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,19,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row19,True
Uttar Pradesh,AKSHAYA YADAV,AKSHAYA YADAV,FIROZABAD,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,20,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row20,True
Manipur,ALFRED KANNGAM S ARTHUR,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,21,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row21,True
Bihar,Alok Kumar Suman,Alok Kumar Suman,GOPALGANJ (SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,22,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row22,True
Madhya Pradesh,ALOK SHARMA,ALOK SHARMA,BHOPAL,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,23,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row23,True
Maharashtra,AMAR SHARADRAO KALE,AMAR SHARADRAO KALE,WARDHA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,24,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row24,True
Assam,AMARSING TISSO,AMARSING TISSO,Diphu (ST),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,25,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row25,True
Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,201899064.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,26,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row26,True
Maharashtra,Amol Ramsing Kolhe,Amol Ramsing Kolhe,SHIRUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,27,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row27,True
Rajasthan,AMRARAM,AMRARAM,SIKAR,165691544.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,28,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row28,True
Punjab,AMRINDER SINGH RAJA WARRING,AMRINDER SINGH RAJA WARRING,LUDHIANA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,29,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row29,True
Uttar Pradesh,ANAND BHADAURIYA,ANAND BHADAURIYA,DHAURAHRA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,30,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row30,True
Uttar Pradesh,ANAND KUMAR,ANAND KUMAR,BAHRAICH(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,31,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row31,True
Odisha,ANANTA NAYAK,ANANTA NAYAK,KEONJHAR(ST),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,32,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row32,True
Tamil Nadu,Andimuthu Raja,Andimuthu Raja,NILGIRIS(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,33,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row33,True
Meghalaya,ANDREW J. SYNGKON,ANDREW J. SYNGKON,SHILLONG,98000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,34,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row34,True
Manipur,ANGOMCHA BIMOL AKOIJAM,ANGOMCHA BIMOL AKOIJAM,INNER MANIPUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,35,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row35,True
Uttarakhand,ANIL BALUNI,ANIL BALUNI,GARHWAL,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,36,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row36,True
Maharashtra,ANIL YESHWANT DESAI,ANIL YESHWANT DESAI,MUMBAI SOUTH CENTRAL,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,37,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row37,True
Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,ANITA NAGARSINGH CHOUHAN,RATLAM(ST),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,38,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row38,True
Odisha,ANITA SUBHADARSHINI,ANITA SUBHADARSHINI,ASKA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,39,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row39,True
Jharkhand,Annpurna Devi,Annpurna Devi,KODARMA,166665931.8,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,40,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row40,True
Uttar Pradesh,ANOOP PRADHAN BALMIKI,ANOOP PRADHAN BALMIKI,HATHRAS (SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,41,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row41,True
Kerala,Anto Antony,Anto Antony,PATHANAMTHITTA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,42,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row42,True
Maharashtra,ANUP SANJAY DHOTRE,ANUP SANJAY DHOTRE,AKOLA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,43,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row43,True
Uttar Pradesh,Anurag Sharma,Anurag Sharma,JHANSI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,44,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row44,True
Himachal Pradesh,Anurag Singh Thakur,Anurag Singh Thakur,HAMIRPUR_HP,149570117.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,45,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row45,True
Andhra Pradesh,Appalanaidu Kalisetti,Appalanaidu Kalisetti,VIZIANAGARAM,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,46,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row46,True
Bihar,ARUN BHARTI,ARUN BHARTI,JAMUI(SC),194924621.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,47,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row47,True
Uttar Pradesh,ARUN GOVIL,ARUN GOVIL,MEERUT,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,48,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row48,True
Tamil Nadu,ARUN NEHRU,ARUN NEHRU,PERAMBALUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,49,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row49,True
Telangana,ARUNA. D. K,ARUNA. D. K,MAHABUBNAGAR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,50,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row50,True
West Bengal,ARUP CHAKRABORTY,ARUP CHAKRABORTY,BANKURA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,51,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row51,True
Telangana,Arvind Dharmapuri,Arvind Dharmapuri,NIZAMABAD,281396355.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,52,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row52,True
Maharashtra,Arvind Ganpat Sawant,Arvind Ganpat Sawant,MUMBAI SOUTH,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,53,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row53,True
Telangana,Asaduddin Owaisi,Asaduddin Owaisi,HYDERABAD,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,54,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row54,True
Madhya Pradesh,ASHISH DUBEY,ASHISH DUBEY,JABALPUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,55,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row55,True
Uttar Pradesh,Ashok Kumar Rawat,Ashok Kumar Rawat,MISRIKH(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,56,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row56,True
Bihar,Ashok Kumar Yadav,Ashok Kumar Yadav,MADHUBANI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,57,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row57,True
West Bengal,Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),275694456.74,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,58,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row58,True
Uttar Pradesh,ATUL GARG,ATUL GARG,GHAZIABAD,155336470.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,59,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row59,True
Odisha,AVIMANYU SETHI,AVIMANYU SETHI,BHADRAK(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,60,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row60,True
Uttar Pradesh,AWADHESH PRASAD,AWADHESH PRASAD,FAIZABAD,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,61,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row61,True
West Bengal,AZAD KIRTI JHA,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,179658399.98,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,62,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row62,True
Andhra Pradesh,B K PARTHASARATHI,B K PARTHASARATHI,HINDUPUR,160491894.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,63,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row63,True
Uttar Pradesh,BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,64,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row64,True
Maharashtra,BACHHAV SHOBHA DINESH,BACHHAV SHOBHA DINESH,DHULE,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,65,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row65,True
West Bengal,BAG MITALI,BAG MITALI,ARAMBAG(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,66,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row66,True
Odisha,BAIJAYANT PANDA,BAIJAYANT PANDA,KENDRAPARA,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,67,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row67,True
Maharashtra,BAJRANG MANOHAR SONWANE,BAJRANG MANOHAR SONWANE,BEED,165899107.19,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,68,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row68,True
Odisha,BALABHADRA MAJHI,BALABHADRA MAJHI,NABARANGPUR(ST),147413962.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,69,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row69,True
Andhra Pradesh,Balashowry Vallabbhaneni,Balashowry Vallabbhaneni,MACHILIPATNAM,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,70,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row70,True
Telangana,BALRAM NAIK PORIKA,BALRAM NAIK PORIKA,MAHABUBABAD,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,71,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row71,True
Maharashtra,BALWANT BASWANT WANKHADE,BALWANT BASWANT WANKHADE,AMRAVATI(SC),198293678.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,72,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row72,True
Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,73,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row73,True
Delhi,Bansuri Swaraj,Bansuri Swaraj,NEW DELHI,154306950.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,74,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row74,True
West Bengal,BAPI HALDAR,BAPI HALDAR,MATHURAPUR(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,75,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row75,True
Karnataka,BASAVARAJ BOMMAI,BASAVARAJ BOMMAI,HAVERI,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,76,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row76,True
Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,159998515.11,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,77,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row77,True
Rajasthan,Bhagirath Chaudhary,Bhagirath Chaudhary,AJMER,147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,78,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row78,True
Rajasthan,BHAJAN LAL JATAV,BHAJAN LAL JATAV,KARAULI-DHOLPUR(SC),147000000.0,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,79,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row79,True
Madhya Pradesh,BHARAT SINGH KUSHWAH,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04,MP_CONSTITUENCY,Unknown,UNKNOWN,no_explicit_term_marker_in_source_record,STAGE1_5_SNAPSHOT,Allocated_Limit_for_Honble_MPs__2_.csv,80,STAGE1_5_SNAPSHOT::Allocated_Limit_for_Honble_MPs__2_.csv::row80,True
